"","V1","V2","V3","V4","V5","V6","V7"
"4035","H8VA09041",2008,2016,"C00441535","H","P",204617
"4036","H8VA11039",2008,2016,"C00440909","H","P",204618
"4037","H8VA11062",2016,2016,"C00445452","H","P",204619
"4038","H8WA02158",2008,2016,"C00453944","H","P",204620
"4039","H8WA03156",2014,2016,"C00551762","H","P",204621
"4040","H8WA05110",2008,2016,"C00449322","H","P",204622
"4041","H8WA05144",2012,2016,"C00483743","H","A",204623
"4042","H8WA05169",2018,2016,"C00629790","H","P",212405
"4043","H8WA07132",2016,2016,"C00223073","H","P",204624
"4044","H8WA08072",2008,2016,"C00449751","H","P",204625
"4045","H8WI00018",2012,2016,"C00566133","N","J",204627
"4046","H8WI01024",2016,2016,"C00330894","H","P",204628
"4047","H8WI01024",2016,2016,"C00494476","N","J",204629
"4048","H8WI01024",2016,2016,"C00545947","N","J",204630
"4049","H8WI02121",2016,2016,"C00450353","H","P",204631
"4050","H8WI03087",2008,2016,"C00456988","H","P",204632
"4051","H8WI06056",2008,2016,"C00591370","H","P",210271
"4052","H8WI09050",2016,2016,"C00083428","H","P",204633
"4053","H8WV02073",2008,2016,"C00436378","H","P",204634
"4054","H8WY00148",2016,2016,"C00443580","H","P",204635
"4055","P00000679",2016,2016,"C00214999","P","P",209364
"4056","P00000729",2000,2016,"C00283325","P","P",204636
"4057","P00002295",2012,2016,"C00497636","P","P",204637
"4058","P00003160",2016,2016,"C00571224","P","P",204638
"4059","P00003236",2012,2016,"C00497107","P","P",204640
"4060","P00003236",2012,2016,"C00432898","P","A",204639
"4061","P00003244",2016,2016,"C00549923","P","P",204641
"4062","P00003335",2004,2016,"C00401919","U","U",204642
"4063","P00003343",2012,2016,"C00341719","P","P",204643
"4064","P00003392",2016,2016,"C00577395","U","U",209398
"4065","P00003392",2016,2016,"C00570978","N","U",204644
"4066","P00003392",2016,2016,"C00575795","P","P",209297
"4067","P00003491",2000,2016,"C00342774","P","P",204645
"4068","P00003608",2012,2016,"C00496729","U","U",204647
"4069","P00003608",2012,2016,"C00496067","P","P",204646
"4070","P00003715",2016,2016,"C00576843","P","P",209374
"4071","P00003715",2016,2016,"C00423640","P","A",204648
"4072","P00003731",2012,2016,"C00492959","P","P",204649
"4073","P00003772",2008,2016,"C00341750","P","P",204650
"4074","P00003897",2016,2016,"C00577791","P","P",209417
"4075","P00003962",2016,2016,"C00385153","P","P",210147
"4076","P00004275",2016,2016,"C00569442","P","P",204651
"4077","P00004424",2016,2016,"C00615005","P","P",211196
"4078","P00004523",2016,2016,"C00624247","P","P",212160
"4079","P00004523",2016,2016,"C00518886","P","A",204652
"4080","P00004705",2016,2016,"C00617845","P","P",211912
"4081","P00004846",2016,2016,"C00599423","P","P",210470
"4082","P00004861",2016,2016,"C00553206","P","P",204654
"4083","P00004887",2020,2016,"C00577742","P","P",209405
"4084","P00004911",2020,2016,"C00585729","P","P",209909
"4085","P00004929",2020,2016,"C00588327","P","P",210064
"4086","P00004945",2020,2016,"C00591180","P","P",210244
"4087","P00005017",2020,2016,"C00609438","U","U",210797
"4088","P00005090",2020,2016,"C00621128","P","P",212044
"4089","P00005207",2020,2016,"C00626853","P","P",212278
"4090","P00005314",2020,2016,"C00628628","P","P",212356
"4091","P00005355",2020,2016,"C00628826","P","A",212359
"4092","P00005355",2020,2016,"C00629816","P","A",212400
"4093","P00005355",2020,2016,"C00629824","P","P",212396
"4094","P00005363",2020,2016,"C00628909","P","P",212357
"4095","P00005389",2020,2016,"C00628990","P","P",212353
"4096","P00005413",2040,2016,"C00629162","P","P",212361
"4097","P00005421",2020,2016,"C00629345","P","P",212374
"4098","P00005454",2020,2016,"C00629717","P","P",212382
"4099","P00005470",2020,2016,"C00630160","P","P",212408
"4100","P10000016",2012,2016,"C00495895","P","P",204655
"4101","P20000089",2016,2016,"C00536367","P","P",204656
"4102","P20000444",2016,2016,"C00584771","P","P",209836
"4103","P20000550",2016,2016,"C00587162","P","P",209981
"4104","P20001905",2016,2016,"C00471417","P","A",204657
"4105","P20001921",2012,2016,"C00428417","P","P",204658
"4106","P20001954",2012,2016,"C00462390","P","P",204659
"4107","P20002002",2012,2016,"C00465443","P","P",204660
"4108","P20002036",2012,2016,"C00466821","P","P",204661
"4109","P20002044",2012,2016,"C00467597","P","P",204662
"4110","P20002051",2016,2016,"C00491399","P","A",204663
"4111","P20002051",2016,2016,"C00572446","P","P",209112
"4112","P20002069",2012,2016,"C00470864","P","P",204664
"4113","P20002085",2016,2016,"C00626598","P","P",212266
"4114","P20002085",2016,2016,"C00471367","P","A",204665
"4115","P20002101",2016,2016,"C00585091","P","P",209882
"4116","P20002176",2016,2016,"C00578070","P","P",209435
"4117","P20002192",2012,2016,"C00484170","P","P",204666
"4118","P20002226",2012,2016,"C00485607","P","P",204667
"4119","P20002234",2012,2016,"C00485656","P","P",204668
"4120","P20002242",2012,2016,"C00486506","P","P",204669
"4121","P20002283",2016,2016,"C00498428","P","P",204670
"4122","P20002291",2012,2016,"C00487728","P","P",204671
"4123","P20002317",2012,2016,"C00488635","P","P",204672
"4124","P20002341",2012,2016,"C00490060","P","P",204673
"4125","P20002366",2012,2016,"C00491035","P","P",204674
"4126","P20002374",2012,2016,"C00491902","P","P",204675
"4127","P20002408",2012,2016,"C00492017","P","P",204676
"4128","P20002416",2012,2016,"C00492199","P","P",204677
"4129","P20002432",2012,2016,"C00492447","P","P",204678
"4130","P20002440",2016,2016,"C00492546","P","P",204679
"4131","P20002481",2016,2016,"C00492694","P","P",204680
"4132","P20002499",2016,2016,"C00492744","P","A",204681
"4133","P20002499",2016,2016,"C00568576","P","P",204682
"4134","P20002531",2012,2016,"C00493973","P","P",204683
"4135","P20002580",2016,2016,"C00494963","P","P",204684
"4136","P20002598",2012,2016,"C00494823","P","P",204685
"4137","P20002614",2012,2016,"C00495747","P","P",204686
"4138","P20002622",2012,2016,"C00495051","P","P",204687
"4139","P20002630",2016,2016,"C00495069","P","P",204688
"4140","P20002663",2012,2016,"C00495424","P","P",204689
"4141","P20002671",2016,2016,"C00621300","O","U",212053
"4142","P20002671",2016,2016,"C00495622","P","A",204690
"4143","P20002671",2016,2016,"C00605568","P","P",210683
"4144","P20002689",2012,2016,"C00495127","P","P",204691
"4145","P20002705",2012,2016,"C00495788","P","P",204692
"4146","P20002713",2012,2016,"C00496737","U","U",204693
"4147","P20002721",2016,2016,"C00496034","P","A",204694
"4148","P20002721",2016,2016,"C00578492","P","P",209451
"4149","P20002747",2012,2016,"C00496117","P","P",204695
"4150","P20002796",2012,2016,"C00496646","P","P",204696
"4151","P20002820",2012,2016,"C00495606","P","P",204697
"4152","P20002838",2016,2016,"C00567743","P","P",204698
"4153","P20002861",2016,2016,"C00497164","P","A",204699
"4154","P20002861",2016,2016,"C00550061","P","P",204700
"4155","P20002937",2012,2016,"C00497354","P","P",204701
"4156","P20002986",2016,2016,"C00497552","P","P",204703
"4157","P20003018",2012,2016,"C00497826","P","P",204704
"4158","P20003034",2012,2016,"C00497750","P","P",204705
"4159","P20003042",2016,2016,"C00499194","P","P",204706
"4160","P20003075",2012,2016,"C00498113","P","P",204707
"4161","P20003083",2012,2016,"C00498147","P","P",204708
"4162","P20003091",2012,2016,"C00501064","P","P",204709
"4163","P20003109",2012,2016,"C00498220","P","P",204710
"4164","P20003141",2016,2016,"C00498766","P","P",204711
"4165","P20003158",2016,2016,"C00498824","P","P",204712
"4166","P20003174",2016,2016,"C00499723","P","P",204713
"4167","P20003182",2012,2016,"C00499830","P","P",204714
"4168","P20003190",2012,2016,"C00499855","P","P",204715
"4169","P20003216",2016,2016,"C00500082","P","P",204716
"4170","P20003232",2012,2016,"C00500231","P","P",204717
"4171","P20003257",2012,2016,"C00500314","P","P",204718
"4172","P20003281",2016,2016,"C00500587","P","P",204719
"4173","P20003307",2012,2016,"C00500652","P","P",204720
"4174","P20003315",2012,2016,"C00500801","P","P",204721
"4175","P20003323",2012,2016,"C00500751","P","P",204722
"4176","P20003349",2012,2016,"C00501726","P","P",204723
"4177","P20003372",2016,2016,"C00501593","P","P",204724
"4178","P20003414",2012,2016,"C00501874","P","P",204725
"4179","P20003588",2012,2016,"C00502922","P","P",204726
"4180","P20003604",2016,2016,"C00505040","P","P",204727
"4181","P20003612",2016,2016,"C00503029","P","P",204728
"4182","P20003653",2016,2016,"C00503771","P","P",204729
"4183","P20003695",2012,2016,"C00504118","P","P",204730
"4184","P20003711",2016,2016,"C00503763","P","P",204731
"4185","P20003729",2012,2016,"C00503912","P","P",204732
"4186","P20003745",2012,2016,"C00504449","P","P",204733
"4187","P20003828",2012,2016,"C00504712","P","P",204734
"4188","P20003844",2012,2016,"C00504878","P","P",204735
"4189","P20003851",2016,2016,"C00507947","P","P",204736
"4190","P20003877",2016,2016,"C00546424","P","P",204738
"4191","P20003877",2016,2016,"C00505347","P","A",204737
"4192","P20003893",2012,2016,"C00505230","P","P",204739
"4193","P20003901",2016,2016,"C00505339","P","A",204740
"4194","P20003901",2016,2016,"C00559864","P","P",204741
"4195","P20003950",2016,2016,"C00583674","P","P",209861
"4196","P20003968",2012,2016,"C00505263","P","P",204742
"4197","P20003976",2012,2016,"C00505271","P","P",204743
"4198","P20003984",2016,2016,"C00581199","P","P",209620
"4199","P20003984",2016,2016,"C00627000","O","U",212284
"4200","P20003984",2016,2016,"C00505800","P","A",204744
"4201","P20004008",2012,2016,"C00505420","P","P",204745
"4202","P20004016",2012,2016,"C00505727","P","A",204746
"4203","P20004040",2012,2016,"C00506246","P","P",204747
"4204","P20004065",2016,2016,"C00506055","P","P",204748
"4205","P20004073",2012,2016,"C00506071","P","P",204749
"4206","P20004081",2016,2016,"C00611822","P","P",210945
"4207","P20004081",2016,2016,"C00506337","P","A",204750
"4208","P20004099",2016,2016,"C00506402","P","P",204751
"4209","P20004099",2016,2016,"C00622290","N","U",212091
"4210","P20004115",2012,2016,"C00506873","P","P",204752
"4211","P20004131",2012,2016,"C00506667","P","P",204753
"4212","P20004149",2012,2016,"C00506782","P","P",204754
"4213","P20004156",2012,2016,"C00506840","P","P",204755
"4214","P20004180",2012,2016,"C00507020","P","P",204756
"4215","P20004230",2012,2016,"C00507285","P","P",204757
"4216","P20004297",2016,2016,"C00565564","P","P",204758
"4217","P20004339",2012,2016,"C00507848","P","P",204759
"4218","P20004370",2012,2016,"C00510610","P","P",204760
"4219","P20004396",2012,2016,"C00508564","P","P",204761
"4220","P20004438",2012,2016,"C00508937","P","P",204762
"4221","P20004446",2016,2016,"C00509042","P","P",204763
"4222","P20004461",2012,2016,"C00509414","P","P",204764
"4223","P20004487",2012,2016,"C00509638","P","P",204765
"4224","P20004503",2016,2016,"C00513267","P","P",209587
"4225","P20004511",2016,2016,"C00617001","P","P",211300
"4226","P20004537",2016,2016,"C00509943","P","A",204766
"4227","P20004537",2016,2016,"C00562637","P","P",210869
"4228","P20004552",2012,2016,"C00510354","P","P",204767
"4229","P20004560",2012,2016,"C00510388","P","P",204768
"4230","P20004578",2012,2016,"C00510420","P","P",204769
"4231","P20004586",2016,2016,"C00510628","P","P",204770
"4232","P20004610",2012,2016,"C00512780","P","P",204771
"4233","P20004644",2013,2016,"C00515726","P","P",204772
"4234","P20004677",2016,2016,"C00617407","P","P",211861
"4235","P20004701",2016,2016,"C00512996","P","P",204773
"4236","P20004719",2016,2016,"C00513630","P","P",204774
"4237","P20004735",2012,2016,"C00513283","P","P",204775
"4238","P20004743",2012,2016,"C00513275","P","P",204776
"4239","P20004768",2016,2016,"C00514372","P","A",204777
"4240","P20004768",2016,2016,"C00628776","P","P",212349
"4241","P20004776",2012,2016,"C00516815","P","P",204778
"4242","P20004792",2012,2016,"C00514661","P","P",204779
"4243","P20004818",2012,2016,"C00515536","P","P",204780
"4244","P20004834",2012,2016,"C00515734","P","P",204781
"4245","P20004842",2012,2016,"C00516823","P","P",204782
"4246","P20004875",2012,2016,"C00518753","P","P",204783
"4247","P20004891",2012,2016,"C00520098","P","P",204784
"4248","P20004909",2016,2016,"C00520304","P","P",204785
"4249","P20004925",2012,2016,"C00521492","P","P",204786
"4250","P20004933",2012,2016,"C00521898","P","P",204787
"4251","P20004982",2012,2016,"C00525527","P","P",204788
"4252","P20005054",2012,2016,"C00526178","P","P",204789
"4253","P20005120",2012,2016,"C00527630","P","P",204790
"4254","P20005203",2012,2016,"C00532507","P","P",204792
"4255","P20005229",2016,2016,"C00532663","P","P",204793
"4256","P20005310",2032,2016,"C00584201","P","P",209795
"4257","P20005336",2032,2016,"C00587121","P","P",209972
"4258","P40000382",2016,2016,"C00431031","P","P",204794
"4259","P40000564",2016,2016,"C00591396","P","P",210263
"4260","P40000820",2016,2016,"C00564096","P","P",204795
"4261","P40002214",2004,2016,"C00378125","P","P",204796
"4262","P40002347",2008,2016,"C00384073","P","P",204797
"4263","P40002404",2004,2016,"C00384388","P","P",204798
"4264","P40002446",2016,2016,"C00586388","P","P",209943
"4265","P40002651",2008,2016,"C00437632","P","P",204799
"4266","P40003204",2004,2016,"C00625483","P","",212219
"4267","P40003220",2012,2016,"C00501346","P","P",204800
"4268","P40003279",2016,2016,"C00395475","P","P",204801
"4269","P40003329",2016,2016,"C00486266","P","A",204803
"4270","P40003329",2016,2016,"C00575241","P","P",209261
"4271","P40003329",2016,2016,"C00427252","P","A",204802
"4272","P40003519",2008,2016,"C00431999","P","P",204804
"4273","P40003576",2016,2016,"C00575449","P","P",209262
"4274","P40003584",2016,2016,"C00564880","P","P",204805
"4275","P40003592",2016,2016,"C00564484","P","P",204806
"4276","P40003600",2016,2016,"C00564930","P","P",204807
"4277","P40003626",2014,2016,"C00583245","P","P",209734
"4278","P40003634",2024,2016,"C00584086","P","P",209848
"4279","P40003634",2024,2016,"C00584078","P","A",209774
"4280","P40003642",2024,2016,"C00589069","P","P",210118
"4281","P40003725",2024,2016,"C00627687","P","P",212318
"4282","P60000452",2004,2016,"C00171538","P","A",204809
"4283","P60000452",2004,2016,"C00364091","P","P",204812
"4284","P60000452",2004,2016,"C00329706","P","A",204811
"4285","P60000452",2004,2016,"C00188888","P","A",204810
"4286","P60002086",2016,2016,"C00511774","P","P",204813
"4287","P60002458",2016,2016,"C00564476","P","A",204814
"4288","P60002458",2016,2016,"C00581082","P","A",209659
"4289","P60002458",2016,2016,"C00600908","P","P",210488
"4290","P60002771",2016,2016,"C00565952","P","P",204815
"4291","P60003027",2012,2016,"C00497735","P","P",204816
"4292","P60003076",2008,2016,"C00452532","P","P",204818
"4293","P60003076",2008,2016,"C00346163","P","A",204817
"4294","P60003076",2008,2016,"C00303214","P","A",209294
"4295","P60003175",2016,2016,"C00492892","P","A",204819
"4296","P60003175",2016,2016,"C00541896","P","P",204820
"4297","P60003456",2008,2016,"C00416362","P","P",204821
"4298","P60003571",2012,2016,"C00491498","P","P",204822
"4299","P60003654",2012,2016,"C00496497","P","P",204823
"4300","P60003670",2016,2016,"C00581876","P","P",209653
"4301","P60003688",2016,2016,"C00589465","P","P",210130
"4302","P60003993",2008,2016,"C00437012","P","P",204824
"4303","P60004033",2012,2016,"C00517334","P","P",204825
"4304","P60004272",2008,2016,"C00386631","P","P",204826
"4305","P60004405",2016,2016,"C00607788","P","A",210671
"4306","P60004405",2016,2016,"C00612275","P","P",210973
"4307","P60004785",2016,2016,"C00466086","P","P",204827
"4308","P60004793",2016,2016,"C00489195","P","P",204828
"4309","P60004801",2016,2016,"C00526475","P","P",204829
"4310","P60004819",2016,2016,"C00536375","P","P",204830
"4311","P60004850",2016,2016,"C00615849","P","P",211219
"4312","P60004884",2016,2016,"C00545251","P","P",204831
"4313","P60004900",2016,2016,"C00542613","P","P",204832
"4314","P60004918",2016,2016,"C00547521","P","P",204833
"4315","P60004934",2016,2016,"C00548552","P","A",204834
"4316","P60004934",2016,2016,"C00550079","P","P",204835
"4317","P60004942",2016,2016,"C00548800","P","P",204836
"4318","P60004991",2016,2016,"C00550111","P","P",204837
"4319","P60005006",2016,2016,"C00551994","P","P",204838
"4320","P60005022",2016,2016,"C00552059","P","P",204839
"4321","P60005048",2016,2016,"C00552158","P","P",204840
"4322","P60005055",2016,2016,"C00552836","P","P",204841
"4323","P60005063",2016,2016,"C00623744","P","P",212137
"4324","P60005071",2016,2016,"C00552729","P","P",204842
"4325","P60005089",2016,2016,"C00553107","P","P",204843
"4326","P60005105",2016,2016,"C00554790","P","P",204844
"4327","P60005113",2016,2016,"C00554998","P","P",204845
"4328","P60005121",2016,2016,"C00557504","P","P",204846
"4329","P60005147",2016,2016,"C00556852","P","P",204847
"4330","P60005154",2016,2016,"C00556951","P","P",204848
"4331","P60005162",2016,2016,"C00562512","P","P",204850
"4332","P60005162",2016,2016,"C00557405","P","A",204849
"4333","P60005170",2016,2016,"C00590083","P","P",210159
"4334","P60005188",2016,2016,"C00557744","P","P",204851
"4335","P60005196",2016,2016,"C00560318","P","P",204852
"4336","P60005204",2016,2016,"C00558999","P","P",204853
"4337","P60005253",2016,2016,"C00560813","P","P",204854
"4338","P60005261",2016,2016,"C00576728","P","P",209379
"4339","P60005261",2015,2016,"C00576728","P","P",209377
"4340","P60005279",2016,2016,"C00562728","P","P",209116
"4341","P60005287",2016,2016,"C00609693","P","P",210813
"4342","P60005287",2016,2016,"C00562389","P","A",204855
"4343","P60005303",2016,2016,"C00563536","P","P",204856
"4344","P60005329",2016,2016,"C00563908","P","P",204857
"4345","P60005345",2016,2016,"C00575217","P","P",209270
"4346","P60005352",2016,2016,"C00565267","P","P",204858
"4347","P60005394",2016,2016,"C00566166","P","P",204859
"4348","P60005428",2016,2016,"C00566927","P","P",204860
"4349","P60005477",2016,2016,"C00568972","P","P",204861
"4350","P60005493",2016,2016,"C00569467","P","P",204862
"4351","P60005501",2016,2016,"C00569400","P","P",204863
"4352","P60005519",2016,2016,"C00569459","P","P",204864
"4353","P60005535",2016,2016,"C00569897","P","P",204865
"4354","P60005543",2016,2016,"C00569780","P","P",204866
"4355","P60005550",2016,2016,"C00570077","P","P",204867
"4356","P60005568",2016,2016,"C00570127","P","P",204868
"4357","P60005584",2016,2016,"C00607077","P","P",211005
"4358","P60005592",2016,2016,"C00570358","P","P",204869
"4359","P60005618",2016,2016,"C00570689","P","P",204870
"4360","P60005634",2016,2016,"C00570184","P","P",204871
"4361","P60005642",2016,2016,"C00571232","P","P",204872
"4362","P60005683",2016,2016,"C00571307","P","P",204873
"4363","P60005709",2016,2016,"C00576629","P","P",209355
"4364","P60005717",2016,2016,"C00571489","P","P",209058
"4365","P60005725",2016,2016,"C00571471","P","P",209059
"4366","P60005733",2016,2016,"C00571653","P","P",209076
"4367","P60005758",2016,2016,"C00572008","P","P",209093
"4368","P60005766",2016,2016,"C00572032","P","P",209094
"4369","P60005774",2016,2016,"C00572065","P","P",209095
"4370","P60005782",2016,2016,"C00572297","P","P",209103
"4371","P60005790",2016,2016,"C00575969","P","P",209378
"4372","P60005808",2016,2016,"C00577817","P","P",209412
"4373","P60005824",2016,2016,"C00572636","P","P",209118
"4374","P60005832",2016,2016,"C00572875","P","P",209123
